title,series,author,genre,date_published,publisher,lang,review_count,rating_count,rate,award,publisher_clean
Small Island,False,Andrea Levy,Fiction,2005.0,Picador USA,English,1953,30003,3.98,4,picador
"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",True,Michael Scott,Fantasy,2010.0,Corgi Childrens,English,8683,155220,3.84,3,corgichildrens
"Fire (Graceling Realm, #2)",True,Kristin Cashore,Fantasy,2009.0,Dial Books,English,10904,179242,4.08,4,dialbooks
The Lucky One,False,Nicholas Sparks,Romance,2009.0,Grand Central Publishing,English,10381,339445,4.12,0,grandcentralpublishing
"Harry Potter and the Deathly Hallows (Harry Potter, #7)",True,J.K. Rowling,Fantasy,2007.0,Arthur A. Levine Books,English,71530,3112445,4.61,5,arthuralevinebooks
A Constellation of Vital Phenomena,False,Anthony Marra,Fiction,2014.0,Hogarth,English,6895,54439,4.07,5,hogarth
"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",True,Ally Carter,Young Adult,2007.0,Little Brown Books for Young Readers,English,3520,89052,4.11,0,littlebrownbooksforyoungreaders
"Written in Red (The Others, #1)",True,Anne Bishop,Fantasy,2013.0,Roc,English,5962,55877,4.24,1,roc
"Ilium (Ilium, #1)",True,Dan Simmons,Science Fiction,2005.0,HarperTorch,English,1210,29218,4.02,3,harpertorch
"Thinking, Fast and Slow",False,Daniel Kahneman,Nonfiction,2011.0,Farrar Straus and Giroux,English,13237,378975,4.16,4,farrarstrausgiroux
"The Awakening (Darkest Powers, #2)",True,Kelley Armstrong,Young Adult,2009.0,HarperCollins,English,3354,116451,4.12,1,harpercollins
Dark Matter,False,Blake Crouch,Science Fiction,2016.0,Crown,English,37396,317334,4.1,2,crown
"Pandemonium (Delirium, #2)",True,Lauren Oliver,Young Adult,2012.0,HarperTeen,English,15013,226667,4.04,1,harperteen
State of Wonder,False,Ann Patchett,Fiction,2011.0,HarperCollins Publishers,English,17009,174309,3.88,4,harpercollinspublishers
The Sacred Band,True,Janet E. Morris,Fantasy,2010.0,Createspace,English,57,301,4.46,0,createspace
"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",True,Philippa Gregory,Historical,2004.0,Harper Collins,English,3260,93669,3.87,0,harpercollins
Handle with Care,False,Jodi Picoult,Fiction,2009.0,Atria Books,English,8464,118204,3.98,0,atriabooks
The First Fifteen Lives of Harry August,False,Claire North,Science Fiction,2014.0,Redhook,English,9103,78502,4.01,5,redhook
The Pale King,False,David Foster Wallace,Fiction,2011.0,Little Brown & Company,English,1976,16179,3.96,2,littlebrowncompany
Tenth of December,False,George Saunders,Short Stories,2013.0,Random House,English,7557,67522,3.95,4,randomhouse
The Windup Girl,True,Paolo Bacigalupi,Science Fiction,2009.0,Night Shade Books,English,6635,74226,3.74,5,nightshadebooks
The Invisible Bridge,False,Julie Orringer,Historical,2010.0,Random House Audio,English,5088,51454,4.16,5,randomhouseaudio
Ella Minnow Pea: A Novel in Letters,False,Mark Dunn,Fiction,2002.0,Anchor,English,6322,37112,3.88,1,anchor
The Travelers Within: Into The Unknown,False,Daniel Mode,Travel,2020.0,Unknown,English,20,70,3.93,0,unknown
Heart-Shaped Box,False,Joe Hill,Horror,2007.0,William Morrow,English,9339,117944,3.84,5,williammorrow
"The Golem and the Jinni (The Golem and the Jinni, #1)",True,Helene Wecker,Fantasy,2013.0,Harper,English,13711,116711,4.08,5,harper
"I Shall Wear Midnight (Discworld, #38; Tiffany Aching, #4)",True,Terry Pratchett,Fantasy,2010.0,Doubleday Childrens,English,2374,55351,4.27,5,doubledaychildrens
"The Gathering (Darkness Rising, #1)",True,Kelley Armstrong,Young Adult,2011.0,Harper,English,3422,66951,3.99,2,harper
Walks Away Woman,False,Ki Longfellow,Adventure,2013.0,Eio Books,English,124,1126,4.38,0,eiobooks
The Solitude of Prime Numbers,False,Paolo Giordano,Fiction,2010.0,Pamela Dorman Books,English,4628,56476,3.62,5,pameladormanbooks
View Points and Points of View: A 'Phoetry Book' from Cornwall,False,Clive Blake,Unknown,2009.0,Emu House Publications,English,9,40,4.05,0,emuhousepublications
"The Physick Book of Deliverance Dane (The Physick Book, #1)",True,Katherine Howe,Historical,2009.0,voice,English,6239,57109,3.72,1,voice
"The Elite (The Selection, #2)",True,Kiera Cass,Young Adult,2013.0,HarperTeen,English,34375,554189,3.99,1,harperteen
"Princess Academy (Princess Academy, #1)",True,Shannon Hale,Fantasy,2007.0,Bloomsbury Children's Books,English,8800,117890,3.99,4,bloomsburychildrens
Embassytown,False,China Miéville,Science Fiction,2011.0,Del Rey,English,3240,30261,3.89,5,delrey
Three Day Road,True,Joseph Boyden,Historical,2006.0,Penguin Canada,English,1767,22727,4.28,5,penguincanada
"The Wind Through the Keyhole (The Dark Tower, #4.5)",True,Stephen King,Fantasy,2012.0,Scribner,English,5497,71243,4.15,1,scribner
"Vashua's Messenger (The Vadelah Chronicles, #2)",True,Julie Rollins,Christian Fiction,2005.0,Essence Publishing,Unknown,6,50,4.42,0,essencepublishing
"Arielle: Immortal Awakening (Immortal Rapture, #1)",True,Lilian Roberts,Romance,2012.0,CreateSpace Independent Publishing Platform,English,66,392,3.72,0,createspaceindependentpublishingplatform
Lisey's Story,False,Stephen King,Horror,2006.0,Scribner,English,4565,74697,3.69,3,scribner
The Girl Who Chased the Moon,False,Sarah Addison Allen,Fiction,2010.0,Bantam,English,6679,56072,3.97,1,bantam
"Dark Fire (Matthew Shardlake, #2)",True,C.J. Sansom,Historical,2006.0,Penguin Group,English,1475,24322,4.29,1,penguingroup
"Hex Hall (Hex Hall, #1)",True,Rachel Hawkins,Young Adult,2010.0,Hyperion Book CH,English,8550,146686,3.91,0,hyperionbookch
"Inkdeath (Inkworld, #3)",True,Cornelia Funke,Fantasy,2007.0,Chicken House,English,3271,83829,3.93,0,thechickenhouse
Memories of My Melancholy Whores,False,Gabriel García Márquez,Fiction,2006.0,Vintage,English,4466,73688,3.6,1,vintage
Diary of a Bad Year,False,J.M. Coetzee,Fiction,2008.0,Viking Books,English,573,5149,3.61,1,vikingbooks
"Lover Awakened (Black Dagger Brotherhood, #3)",True,J.R. Ward,Romance,2006.0,Signet,English,7291,170672,4.43,2,signet
"Cry Wolf (Alpha & Omega, #1)",True,Patricia Briggs,Fantasy,2008.0,Ace,English,4162,96528,4.11,2,ace
Lock and Key,False,Sarah Dessen,Young Adult,2008.0,Viking's Children's Books,English,5570,148282,3.99,2,vikingschildrensbooks
"Blood Bound (Mercy Thompson, #2)",True,Patricia Briggs,Fantasy,2007.0,Ace,English,4257,119327,4.29,0,ace
What I Loved,False,Siri Hustvedt,Fiction,2003.0,Sceptre (Hodder and Stoughton),English,1471,17021,4.07,3,sceptrehodderstoughton
"Changes (The Dresden Files, #12)",True,Jim Butcher,Fantasy,2010.0,Roc,English,4413,104916,4.49,1,roc
Dead and Gone (Sookie Stackhouse #9),True,Charlaine Harris,Fantasy,2009.0,Ace Books,English,4604,185199,4.0,1,acebooks
Angry Housewives Eating Bon Bons,False,Lorna Landvik,Fiction,2005.0,Fawcett Books,English,3330,34983,3.8,0,fawcettbooks
"Dead as a Doornail (Sookie Stackhouse, #5)",True,Charlaine Harris,Fantasy,2006.0,Ace Books,English,4168,220089,3.98,0,acebooks
Why Not-World,False,Alexei Maxim Russell,Fantasy,2013.0,CreateSpace,English,10,55,4.13,0,createspace
"Good in Bed (Cannie Shapiro, #1)",True,Jennifer Weiner,Womens Fiction,2002.0,Washington Square Press,English,6079,291498,3.73,0,washingtonsquarepress
"The House of Hades (The Heroes of Olympus, #4)",True,Rick Riordan,Fantasy,2013.0,Disney-Hyperion Books,English,16708,318949,4.51,1,disneyhyperionbooks
Just Listen,False,Sarah Dessen,Young Adult,2006.0,Viking Books,English,8361,246197,4.04,5,vikingbooks
My Brilliant Friend (The Neapolitan Novels #1),True,Elena Ferrante,Fiction,2012.0,Penguin Random House,English,21023,244087,3.97,3,penguinrandomhouse
"Trust: Betrayed (Trust Trilogy, #2)",True,Cristiane Serruya,Romance,2013.0,CreateSpace,English,57,278,4.03,1,createspace
"Halfway to the Grave (Night Huntress, #1)",True,Jeaniene Frost,Fantasy,2007.0,Avon,English,7806,151854,4.12,1,avon
Infidel,False,Ayaan Hirsi Ali,Nonfiction,2007.0,Free Press,English,6660,92926,4.13,2,freepress
"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",False,Tracy Kidder,Nonfiction,2004.0,Random House Trade,English,4980,85120,4.11,0,randomhousetrade
"Untamed (House of Night, #4)",True,P.C. Cast,Young Adult,2008.0,St. Martin's Griffin,English,3727,230586,3.93,0,stmartinsgriffin
Half Broke Horses,False,Jeannette Walls,Nonfiction,2009.0,Scribner,English,11939,154858,4.04,1,scribner
Let's Pretend This Never Happened: A Mostly True Memoir,False,Jenny  Lawson,Nonfiction,2012.0,Amy Einhorn: Putnam,English,18693,186417,3.86,2,amyeinhornputnam
The Children's Book,False,A.S. Byatt,Fiction,2009.0,Knopf,English,2364,20017,3.63,3,knopf
"The Dark Tower (The Dark Tower, #7)",True,Stephen King,Fantasy,2006.0,Pocket Books,English,6294,163048,4.23,1,pocketbooks
"Hunted (House of Night, #5)",True,P.C. Cast,Young Adult,2009.0,St. Martin's Griffin,English,3582,178614,3.91,1,stmartinsgriffin
The Tenderness of Wolves,False,Stef Penney,Fiction,2007.0,Simon & Schuster,English,1692,17040,3.68,4,simonschuster
The Paris Wife,False,Paula McLain,Historical,2011.0,Ballantine Books,English,21646,285352,3.81,3,ballantinebooks
Death with Interruptions,False,José Saramago,Fiction,2008.0,Houghton Mifflin,English,4517,47912,3.95,2,houghtonmifflin
The City & the City,False,China Miéville,Fantasy,2009.0,Del Rey/Ballantine Books,English,6184,65585,3.89,5,delreyballantinebooks
Girl in Translation,False,Jean Kwok,Fiction,2010.0,Riverhead,English,5929,53988,3.95,5,riverhead
"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",True,Ally Carter,Young Adult,2006.0,Little Brown Books for Young Readers,English,7753,188376,3.82,2,littlebrownbooksforyoungreaders
Exotic Neurotic,False,Kenneth Jarrett Singleton,Poetry,2016.0,Createspace Independent Publishing Platform,English,13,5262,3.56,0,createspaceindependentpublishingplatform
"The Strain (The Strain Trilogy, #1)",True,Guillermo del Toro,Horror,2009.0,William Morrow,English,6672,84357,3.77,3,williammorrow
"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",True,J.K. Rowling,Fantasy,2006.0,Scholastic Inc.,English,44792,2715449,4.57,3,scholastic
The Help,False,Kathryn Stockett,Fiction,2009.0,G.P. Putnam's Sons,English,86341,2360477,4.46,5,gpputnamssons
The Kite Runner,False,Khaled Hosseini,Fiction,2004.0,Riverhead Books,English,80751,2659913,4.32,5,riverheadbooks
"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",True,J.K. Rowling,Fantasy,2004.0,Scholastic Inc.,English,48570,2801356,4.5,5,scholastic
"The Hunger Games (The Hunger Games, #1)",True,Suzanne Collins,Young Adult,2008.0,Scholastic Press,English,180179,7041451,4.32,5,scholasticpress
The Book Thief,False,Markus Zusak,Historical,2006.0,Alfred A. Knopf,English,121693,2066631,4.38,5,alfredaknopf
Drop City,False,T. Coraghessan Boyle,Fiction,2004.0,Penguin Books,English,1039,16725,3.75,1,penguinbooks
Life of Pi,False,Yann Martel,Fiction,2006.0,Seal Books,English,48833,1441711,3.92,5,sealbooks
Safe Haven,False,Nicholas Sparks,Romance,2010.0,Grand Central Publishing,English,14166,356306,4.2,1,grandcentralpublishing
A Thousand Splendid Suns,False,Khaled Hosseini,Fiction,2007.0,Riverhead Books,English,60289,1273344,4.39,5,riverheadbooks
"Catching Fire (The Hunger Games, #2)",True,Suzanne Collins,Young Adult,2009.0,Scholastic Press,English,101199,2833185,4.3,5,scholasticpress
The Time Traveler's Wife,False,Audrey Niffenegger,Fiction,2013.0,Zola Books,English,48814,1660821,3.98,5,zolabooks
"The Girl with the Dragon Tattoo (Millennium, #1)",True,Stieg Larsson,Fiction,2008.0,Knopf,English,71250,2833255,4.15,5,knopf
"The Da Vinci Code (Robert Langdon, #2)",True,Dan Brown,Fiction,2006.0,Anchor,English,49535,2092223,3.88,5,anchor
The Fault in Our Stars,False,John Green,Young Adult,2012.0,Dutton Books,English,162050,4054208,4.18,5,duttonbooks
Water for Elephants,False,Sara Gruen,Fiction,2007.0,Algonquin Books,English,59885,1470112,4.09,4,algonquinbooks
The Road,False,Cormac McCarthy,Fiction,2006.0,Alfred A. Knopf,English,48601,782195,3.97,5,alfredaknopf
The Curious Incident of the Dog in the Night-Time,False,Mark Haddon,Fiction,2004.0,Vintage,English,47448,1305165,3.89,5,vintage
Middlesex,False,Jeffrey Eugenides,Fiction,2003.0,Picador USA,English,24029,608091,4.01,6,picador
"Mockingjay (The Hunger Games, #3)",True,Suzanne Collins,Young Adult,2010.0,Scholastic Press,English,108213,2617383,4.05,5,scholasticpress
"Twilight (The Twilight Saga, #1)",True,Stephenie Meyer,Young Adult,2006.0,Little Brown and Company,English,111260,5478909,3.62,5,littlebrowncompany
The Lovely Bones,False,Alice Sebold,Fiction,2006.0,Little Brown and Company,English,42133,2146671,3.83,5,littlebrowncompany
Atonement,False,Ian McEwan,Fiction,2003.0,Anchor Books,English,18587,472910,3.91,5,anchorbooks
The Secret Life of Bees,False,Sue Monk Kidd,Fiction,2003.0,Penguin Books,English,31979,1181975,4.07,5,penguinbooks
"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",True,Carlos Ruiz Zafón,Fiction,2005.0,Penguin Books,English,40805,532446,4.27,5,penguinbooks
"The Lightning Thief (Percy Jackson and the Olympians, #1)",True,Rick Riordan,Fantasy,2006.0,Disney Hyperion Books,English,69994,2294554,4.27,5,disneyhyperionbooks
"Divergent (Divergent, #1)",True,Veronica Roth,Young Adult,2012.0,Katherine Tegen Books,English,111645,3267510,4.17,5,katherinetegenbooks
"City of Bones (The Mortal Instruments, #1)",True,Cassandra Clare,Young Adult,2007.0,Margaret K. McElderry Books,English,66690,1774877,4.09,5,margaretkmcelderrybooks
Extremely Loud & Incredibly Close,False,Jonathan Safran Foer,Fiction,2006.0,Mariner Books,English,23958,404999,3.96,3,marinerbooks
"American Gods (American Gods, #1)",True,Neil Gaiman,Fantasy,2011.0,William Morrow,English,41223,826398,4.1,5,williammorrow
"Angels & Demons (Robert Langdon, #1)",True,Dan Brown,Fiction,2006.0,Pocket Books,English,30712,2879233,3.92,1,pocketbooks
Never Let Me Go,False,Kazuo Ishiguro,Fiction,2010.0,Vintage Books,English,36815,548209,3.83,5,vintagebooks
My Sister's Keeper,False,Jodi Picoult,Fiction,2005.0,Washington Square Press,English,34444,1113775,4.08,5,washingtonsquarepress
The Guernsey Literary and Potato Peel Pie Society,False,Mary Ann Shaffer,Historical,2018.0,Dial Press,English,57085,670633,4.17,2,dialpress
The Glass Castle,False,Jeannette Walls,Nonfiction,2006.0,Scribner,English,53968,1001460,4.28,2,scribner
"The Host (The Host, #1)",True,Stephenie Meyer,Young Adult,2008.0,Little Brown and Company,English,42202,953152,3.85,0,littlebrowncompany
"The Girl Who Played with Fire (Millennium, #2)",True,Stieg Larsson,Fiction,2009.0,Alfred A. Knopf,English,35112,862081,4.24,5,alfredaknopf
"Breaking Dawn (The Twilight Saga, #4)",True,Stephenie Meyer,Young Adult,2008.0,Little Brown and Company,English,48859,1458006,3.71,3,littlebrowncompany
Cloud Atlas,False,David Mitchell,Fiction,2004.0,Random House,English,20234,236304,3.99,5,randomhouse
"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",False,Elizabeth Gilbert,Nonfiction,2007.0,Riverhead Books,English,55284,1585538,3.59,1,riverheadbooks
"Eclipse (The Twilight Saga, #3)",True,Stephenie Meyer,Young Adult,2007.0,Little Brown and Company,English,39742,1568085,3.71,2,littlebrowncompany
"New Moon (The Twilight Saga, #2)",True,Stephenie Meyer,Young Adult,2006.0,Little Brown and Company,English,50370,1625316,3.56,5,littlebrowncompany
"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",True,Stieg Larsson,Fiction,2010.0,Knopf,English,29776,690729,4.22,4,knopf
"The Name of the Wind (The Kingkiller Chronicle, #1)",True,Patrick Rothfuss,Fantasy,2007.0,Penguin Group DAW,English,46000,803492,4.51,5,penguingroup
"City of Glass (The Mortal Instruments, #3)",True,Cassandra Clare,Fantasy,2009.0,Margaret K. McElderry Books,English,30322,874284,4.29,3,margaretkmcelderrybooks
Room,False,Emma Donoghue,Fiction,2010.0,Little Brown and Company,English,48195,767928,4.06,5,littlebrowncompany
The Graveyard Book,False,Neil Gaiman,Fantasy,2008.0,HarperCollins,English,34129,484600,4.13,5,harpercollins
Kafka on the Shore,False,Haruki Murakami,Fiction,2006.0,Vintage International,English,26159,360189,4.13,5,vintageinternational
Gone Girl,False,Gillian Flynn,Fiction,2014.0,Broadway Books,English,137460,2578721,4.09,5,broadwaybooks
"City of Ashes (The Mortal Instruments, #2)",True,Cassandra Clare,Fantasy,2008.0,Margaret K. McElderry Books,English,31867,834080,4.13,2,margaretkmcelderrybooks
The Brief Wondrous Life of Oscar Wao,False,Junot Díaz,Fiction,2007.0,Riverhead Books,English,20068,245204,3.89,5,riverheadbooks
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,True,Steven D. Levitt,Nonfiction,2006.0,William Morrow,English,17297,773181,3.99,3,williammorrow
The Corrections,False,Jonathan Franzen,Fiction,2002.0,Fourth Estate Paperbacks,English,9854,168287,3.8,6,fourthestatepaperbacks
The Night Circus,False,Erin Morgenstern,Fantasy,2011.0,Doubleday,English,82439,788518,4.03,5,doubleday
The Devil in the White City,False,Erik Larson,Nonfiction,2003.0,Random House Audio Publishing Group,English,35037,588917,3.98,5,randomhouseaudiopublishinggroup
The Thirteenth Tale,False,Diane Setterfield,Fiction,2006.0,Atria Books,English,24189,296543,3.96,3,atriabooks
Marley and Me: Life and Love With the World's Worst Dog,False,John Grogan,Nonfiction,2005.0,William Morrow; 1ST edition,English,14415,462645,4.12,1,williammorrowstedition
Skipping Christmas,False,John Grisham,Fiction,2004.0,Arrow,English,5166,62719,3.51,0,arrow
"Anna Dressed in Blood (Anna, #1)",True,Kendare Blake,Young Adult,2011.0,Tor Teen,English,10174,106127,3.9,4,torteen
Bel Canto,False,Ann Patchett,Fiction,2005.0,Harper Perennial,English,16132,257416,3.92,5,harperperennial
"Magyk (Septimus Heap, #1)",True,Angie Sage,Fantasy,2005.0,Katherine Tegen Harper Collins,English,5300,119302,3.83,1,katherinetegenharpercollins
"Going Postal (Discworld, #33; Moist von Lipwig, #1)",True,Terry Pratchett,Fantasy,2005.0,HarperTorch,English,3501,114295,4.35,5,harpertorch
"Vampire Academy (Vampire Academy, #1)",True,Richelle Mead,Young Adult,2013.0,Razorbill,English,23404,601942,4.11,0,razorbill
Asterios Polyp,False,David Mazzucchelli,Sequential Art,2009.0,Pantheon,English,1663,25287,4.2,5,pantheon
Brooklyn,False,Colm Tóibín,Fiction,2009.0,Scribner,English,11130,104136,3.68,4,scribner
The Shock Doctrine: The Rise of Disaster Capitalism,False,Naomi Klein,Nonfiction,2007.0,Metropolitan Books,English,3096,43867,4.23,3,metropolitanbooks
"Skulduggery Pleasant (Skulduggery Pleasant, #1)",True,Derek Landy,Fantasy,2007.0,HarperCollins,English,4591,59784,4.13,5,harpercollins
"Darkmans (Thames Gateway, #3)",True,Nicola Barker,Fiction,2007.0,Fourth Estate (GB),English,291,2178,3.63,3,fourthestate
The Hummingbird's Daughter,True,Luis Alberto Urrea,Historical,2006.0,Back Bay Books,English,1673,11698,4.2,1,backbaybooks
The Lowland,False,Jhumpa Lahiri,Fiction,2013.0,Knopf,English,8511,90864,3.85,5,knopf
The End of Mr. Y,False,Scarlett Thomas,Fiction,2008.0,Canongate Books,English,1729,15949,3.78,1,canongatebooks
